"","Arena","Arcilla","Limo","pH","MO","Al","B","Ca","CICE","Cu","Fe","K","Mg","Mn","P","S","Zn"
"515",0.14,0.42,0.44,6,3.1,0,0.75,17.2,24,7,65,0.77,6,3,40,11,3
"516",0.08,0.48,0.44,6,3.7,0,0.68,19.7,27.3,6,59,0.76,6.8,3,38,10,3
"517",0.18,0.46,0.36,6.1,3.4,0,0.69,20.5,29.7,6,63,1.27,7.9,3,43,9,4
"518",0.12,0.54,0.34,6,3.1,0,0.61,18.8,27.2,8,60,1.32,7.1,4,43,9,3
"519",0.18,0.52,0.3,5.6,2.5,0,0.35,15.9,22.8,9,79,0.98,5.9,7,42,9,4
"520",0.16,0.32,0.52,5.9,2.9,0,0.42,18.6,25.8,7,56,0.64,6.6,5,27,10,3
"521",0.04,0.56,0.4,6,2.7,0,0.46,17.9,25,7,64,1.11,6,5,26,11,3
"522",0.08,0.48,0.44,6,1.5,0,0.26,15.3,20.8,6,55,0.63,4.9,5,29,10,2
"523",0.14,0.34,0.52,5.6,1,0,0.2,12.2,16.2,6,70,0.62,3.4,4,37,10,3
"524",0.46,0.26,0.28,6.5,1.3,0,0.12,13.3,17.7,5,43,0.69,3.6,3,31,8,2
"525",0.38,0.22,0.4,4.7,1.9,0.6,0.38,10.9,15.9,5,82,1.21,3.2,7,41,10,4
"526",0.36,0.28,0.36,6.2,2.2,0,0.28,14.4,19.1,5,36,0.44,4.3,3,27,8,2
"527",0.26,0.3,0.44,5.7,1.9,0,0.21,12.8,17.1,5,46,0.42,3.9,3,27,8,2
"528",0.28,0.34,0.38,5.8,2.1,0,0.25,12.8,17.5,5,50,0.5,4.2,3,28,8,2
"529",0.24,0.38,0.38,6.3,2.3,0,0.33,15.1,19.9,5,41,0.57,4.2,3,20,9,2
"530",0.22,0.38,0.4,6,2.4,0,0.26,13,18.1,2,60,0.75,4.3,5,29,7,2
"531",0.32,0.34,0.34,5.7,2.6,0,0.25,14.2,20.1,6,52,0.52,4.4,5,19,8,3
"532",0.22,0.42,0.36,5.6,2.6,0,0.3,14.6,21,6,69,0.68,5.7,7,26,17,3
"533",0.18,0.5,0.32,6.2,2.2,0,0.31,16.6,23.7,5,102,0.84,6.3,4,20,10,2
"534",0.24,0.36,0.4,5.8,2.5,0,0.68,16.5,24.3,6,44,0.77,7,6,14,8,2
"535",0.08,0.6,0.32,5.7,2.2,0,0.38,16.2,23.5,6,48,0.81,6.5,5,15,9,2
"536",0.06,0.62,0.32,5.3,2.1,0.6,0.17,11,16.7,5,66,0.59,4.5,8,20,8,2
"537",0.3,0.38,0.32,5.8,2.6,0,0.25,14.3,20.7,8,55,0.88,5.5,5,29,5,3
"538",0.24,0.42,0.34,6.2,2.2,0,0.21,18.7,26.1,5,56,0.62,6.8,7,15,13,2
"539",0.18,0.48,0.34,5.3,1.6,0.7,0.17,13.3,20.2,5,68,0.66,5.5,11,14,7,2
"540",0.18,0.38,0.44,5.9,1.6,0,0.22,13.3,18.3,5,54,0.42,4.6,7,11,6,2
"541",0.3,0.36,0.34,5.5,2.2,0,0.25,16.5,22.5,6,85,0.72,5.3,7,14,7,2
"542",0.2,0.54,0.26,6.1,1.6,0,0.15,11.9,16.5,6,50,0.65,3.9,6,17,4,2
"543",0.38,0.28,0.34,6.1,1.7,0,0.33,17,23.9,4,58,0.42,6.5,6,17,5,3
"544",0.28,0.4,0.32,5.6,2.2,0,0.32,18.2,25.8,8,72,0.69,6.9,10,16,5,4
"545",0.12,0.52,0.36,5.6,2.4,0,0.35,16.3,23.7,6,66,0.75,6.6,9,20,4,3
"546",0.16,0.44,0.4,5.9,1.7,0,0.43,14.8,21,7,70,0.72,5.5,5,24,6,9
"547",0.3,0.36,0.34,5.5,2.1,0,0.42,13.5,20,7,79,0.46,6,8,16,6,3
"548",0.24,0.36,0.4,5.9,2.9,0,0.31,16.5,22.7,6,69,0.67,5.5,5,19,7,3
"549",0.2,0.38,0.42,5.6,2.1,0,0.24,13.9,20.8,6,6.1,0.62,6.3,6,17,6,2
"550",0.22,0.38,0.4,5.5,2.2,0,0.26,15.1,21.8,6,73,0.54,6.2,5,20,6,2
"551",0.2,0.44,0.36,5.6,2.8,0,0.37,15,21.9,7,112,0.82,6.1,8,21,7,4
"552",0.16,0.48,0.36,5.5,2.3,0,0.54,14.3,21,5,73,0.7,6,7,19,8,2
"553",0.28,0.4,0.32,5.7,2.1,0,0.37,15.5,20.9,6,69,0.44,5,5,23,5,2
"554",0.26,0.36,0.38,5.9,2.4,0,0.54,17.3,23.5,6,60,0.54,5.7,5,20,4,2
"555",0.2,0.38,0.42,6.2,2,0,0.19,13.5,17.9,5,57,0.42,4,4,35,4,2
"556",0.42,0.24,0.34,6.2,2.1,0,0.26,13.6,17.9,5,67,0.64,3.7,4,30,4,2
"557",0.36,0.3,0.34,5.9,1.9,0,0.37,13.3,18,5,61,0.47,4.2,4,20,5,2
"558",0.32,0.24,0.44,6.6,1.9,0,0.28,16.3,22.6,5,41,0.52,5.8,3,21,4,2
"559",0.28,0.3,0.42,6.1,1.8,0,0.25,13.8,19,5,63,0.52,4.7,4,19,5,4
"560",0.38,0.22,0.4,6.5,2.1,0,0.15,15.2,21.2,4,48,0.51,5.5,4,20,5,2
"561",0.34,0.28,0.38,6.7,1.6,0,0.39,13.9,19.4,4,38,0.56,4.9,3,21,4,2
"562",0.4,0.2,0.4,6.4,1.6,0,0.26,13.1,18.9,3,49,0.9,4.9,3,27,4,2
"563",0.42,0.24,0.34,6.9,2,0,0.29,16.4,21.9,4,43,0.75,4.7,3,64,5,2
"564",0.28,0.3,0.42,6.6,2.2,0,0.34,13.5,19.7,4,61,1.04,5.2,3,39,6,3
"565",0.34,0.28,0.38,5.8,1.7,0,0.23,14.4,20,5,73,0.5,5.1,4,20,7,2
"566",0.32,0.34,0.34,6.4,1.5,0,0.24,14.6,20.1,4,53,0.63,4.9,4,24,4,2
"567",0.4,0.32,0.28,6.2,2.1,0,0.24,16.2,22.4,4,57,1.21,5,3,31,25,3
"568",0.26,0.4,0.34,6.8,2.2,0,0.29,14,19,4,48,0.69,4.3,3,25,7,2
"569",0.38,0.32,0.3,6.6,1.7,0,0.12,14.6,20,4,39,0.44,5,3,18,5,1
"570",0.34,0.34,0.32,6.9,2,0,0.23,16.6,23.3,4,48,0.78,5.9,3,18,6,2
"571",0.3,0.4,0.3,6.4,2.3,0,0.5,17.8,24.5,5,45,0.57,6.1,3,20,6,2
"572",0.22,0.42,0.36,6,1.6,0,0.23,11.2,15.8,3,52,0.53,4.1,4,30,6,2
"573",0.4,0.2,0.4,5.4,2.5,0.3,0.25,13.7,20.4,5,119,1.08,5.3,5,28,8,2
"574",0.16,0.42,0.42,5.4,2.4,0.2,0.21,12.6,18.4,5,122,1.04,4.6,5,35,7,4
"575",0.2,0.38,0.42,5.8,2,0,0.21,13.5,19.2,5,70,0.84,4.9,4,22,7,1
"576",0.18,0.36,0.46,5.7,2.7,0,0.2,14.1,19.9,5,101,1.13,4.7,4,28,8,2
"577",0.22,0.4,0.38,5.4,2.6,0.2,0.15,11.6,16.7,6,129,0.64,4.3,7,27,9,3
"578",0.18,0.4,0.42,5.2,2.6,0.8,0.1,10.8,16.9,5,131,0.95,4.3,8,30,8,2
"579",0.14,0.42,0.44,5.3,2.8,0.4,0.13,12.4,18.3,6,116,0.93,4.6,7,15,8,2
"580",0.16,0.42,0.42,5.7,2.4,0,0.14,12.9,18.2,4,74,0.87,4.4,4,18,7,2
"581",0.2,0.36,0.44,5.3,2,0.4,0.19,11.6,16.6,6,132,0.66,3.9,6,22,8,2
"582",0.32,0.32,0.36,5.8,1.5,0,0.13,11.3,15.1,4,50,0.58,3.2,3,25,8,1
"583",0.32,0.22,0.46,7.3,1.5,0,0.19,17.3,20.6,3,27,0.35,2.9,2,28,9,1
"584",0.32,0.24,0.44,6.6,2.5,0,0.25,15.7,21.7,4,37,0.58,5.4,4,27,8,1
"585",0.3,0.28,0.42,6.8,3.1,0,0.31,19.8,27.3,5,35,0.71,6.8,4,29,11,1
"586",0.32,0.32,0.36,5.8,3.2,0,0.34,18.4,25.8,11,83,0.43,7,9,23,14,2
"587",0.12,0.46,0.42,6.5,3.1,0,0.12,20.6,27.4,6,42,0.55,6.2,6,28,10,1
"588",0.08,0.56,0.36,5.8,3.5,0,0.2,20.8,28.9,7,73,0.7,7.4,6,25,18,1
"589",0.12,0.5,0.38,5.4,3.8,0.3,0.15,18.7,26.7,9,105,0.57,7.1,7,18,21,2
"590",0.12,0.54,0.34,5.5,3.6,0,0.16,19.1,28.6,10,83,0.46,9,8,19,21,2
"591",0.1,0.62,0.28,7.6,3,0,0.17,17.7,20.9,3,29,0.25,2.9,2,27,12,1
"592",0.1,0.64,0.26,7.1,2.7,0,0.22,16.6,21.4,4,34,0.48,4.3,4,32,14,1
"593",0.3,0.24,0.46,6.6,2.5,0,0.24,19,25,6,56,0.35,5.6,3,29,27,1
"594",0.24,0.3,0.46,6.1,2.5,0,0.11,18.3,26.4,7,115,0.9,7.2,6,24,22,2
"595",0.14,0.5,0.36,5.7,2.1,0,0.12,19.1,26,8,126,0.41,6.5,7,17,28,1
"596",0.14,0.52,0.34,5.3,2.4,0.3,0.27,18.6,26.9,11,173,0.39,7.6,11,20,58,2
"597",0.14,0.58,0.28,5.3,1.9,0.3,0.32,17.8,26.6,13,184,0.43,8.1,9,20,54,3
"598",0.1,0.44,0.46,5.2,2.2,0.3,0.21,17.9,26,11,192,0.39,7.4,10,17,41,2
"599",0.12,0.48,0.4,4.7,2.8,1.1,0.12,17.1,25.6,14,273,0.51,6.9,15,14,80,3
"600",0.18,0.4,0.42,5.5,2.3,0,0.1,19.6,27.5,10,177,0.59,7.3,8,24,57,2
"601",0.14,0.38,0.48,5.6,2.3,0,0.24,19.4,29.3,9,129,0.44,9.5,7,17,45,2
"602",0.2,0.44,0.36,5.1,2.4,0.7,0.12,18.2,29.4,12,141,0.5,10,11,15,24,2
"603",0.36,0.3,0.34,4.4,2.9,0.4,0.16,17.4,27.6,11,139,0.59,9.2,10,15,31,2
"604",0.18,0.44,0.38,5.9,1.8,0,0.33,13.2,18.3,4,57,0.59,4.5,5,17,7,2
"605",0.16,0.42,0.42,6.2,1.8,0,0.98,13.8,19.3,5,59,0.67,4.8,5,23,12,2
"606",0.14,0.48,0.38,5.7,1.9,0,0.17,11.7,16.9,5,72,0.56,4.6,5,22,10,2
"607",0.1,0.52,0.38,6.1,1.5,0,0.25,14,19.2,4,50,0.52,4.7,5,23,7,1
"608",0.12,0.52,0.36,6,1.9,0,0.27,14.1,20.4,5,67,1.35,4.9,6,33,8,2
"609",0.12,0.54,0.34,5.9,1.7,0,0.18,11.7,16.7,4,63,0.98,4,6,34,7,2
"610",0.16,0.48,0.36,5.2,2.3,0.4,0.1,13.2,19.5,5,98,0.76,5.1,8,24,8,2
"611",0.14,0.5,0.36,5.5,2,0,0.21,14.1,20.1,5,68,0.76,5.2,6,20,7,2
"612",0.16,0.44,0.4,5.4,2.4,0.2,0.21,15.5,22.2,5,90,0.49,6,8,12,8,2
"613",0.14,0.48,0.38,5.6,2.3,0,0.18,13.8,19.8,5,72,0.47,5.5,7,16,7,2
"614",0.24,0.4,0.36,5.8,2.2,0,0.12,16.3,23.7,5,68,0.59,6.8,6,13,8,2
"615",0.2,0.42,0.38,5.5,2.1,0,0.1,15.1,21.7,5,64,0.6,6,6,17,10,2
"616",0.16,0.46,0.38,5.9,2,0,0.22,15.9,22.9,4,46,0.47,6.5,5,13,6,1
"617",0.22,0.4,0.38,6,1.9,0,0.26,14.6,21.6,4,52,0.43,6.6,5,11,7,1
"618",0.16,0.48,0.36,5.9,1.9,0,0.25,14.7,20.9,4,45,0.65,5.5,5,16,7,2
"619",0.12,0.5,0.38,5.8,1.9,0,0.21,15.6,22.4,4,51,0.55,6.2,5,13,6,2
"620",0.46,0.2,0.34,6,2.1,0,0.19,5.5,20.8,5,63,0.85,5.5,5,24,6,2
"621",0.52,0.18,0.3,6,1.9,0,0.11,14.8,21.8,4,50,0.66,6.3,4,13,6,1
"622",0.46,0.22,0.32,5.7,1.8,0,0.15,14.8,22,4,48,0.83,6.4,5,14,6,1
"623",0.58,0.16,0.26,5.7,2.1,0,0.17,13.3,19.1,4,71,0.89,4.9,5,21,5,2
"624",0.6,0.18,0.22,6,1.9,0,0.2,13.8,20.8,4,56,0.77,6.2,5,12,6,1
"625",0.36,0.24,0.4,6.3,2.1,0,0.14,15.7,23.5,4,58,0.68,7.1,5,18,8,1
"626",0.4,0.24,0.36,5.7,1.9,0,0.24,11.2,16.1,5,68,0.74,4.2,8,21,6,3
"627",0.44,0.2,0.36,6.8,1.7,0,0.33,11.8,16.7,4,40,0.85,4,4,33,6,2
"628",0.44,0.2,0.36,5.9,1.7,0,0.34,10.2,15.4,5,77,1.27,3.9,6,42,6,4
"629",0.5,0.18,0.32,6.1,1.4,0,0.31,8.9,12.8,4,48,1.02,2.9,3,41,7,2
"630",0.46,0.22,0.32,6.3,1.2,0,0.32,9.4,13.5,3,39,0.86,3.2,3,48,5,2
"631",0.4,0.22,0.38,5.7,1.6,0,0.31,10.8,15.4,5,84,0.74,3.9,4,39,7,2
"632",0.48,0.2,0.32,6.2,2,0,0.35,11.6,16.7,5,59,1.22,3.9,4,36,7,2
"633",0.34,0.26,0.4,5.6,2,0,0.35,11.6,16.7,5,69,0.81,4.3,4,29,6,2
"634",0.26,0.32,0.42,6.2,1.5,0,0.41,11.1,15.5,4,46,1.03,3.4,4,27,7,2
"635",0.2,0.34,0.46,6.4,1.1,0,0.42,12.4,16.7,4,34,0.73,3.6,4,36,6,2
"636",0.16,0.34,0.5,5.8,1.5,0,0.41,11.3,15.5,4,51,0.58,3.6,4,33,6,2
"637",0.16,0.38,0.46,6.7,2,0,0.39,17.1,21.9,4,28,0.61,4.2,0.5,45,10,2
"638",0.28,0.32,0.4,6.4,1.5,0,0.41,12.4,16.5,4,27,0.49,3.6,5,36,7,2
"639",0.34,0.26,0.4,6.5,1.9,0,0.38,15.2,20.2,5,33,0.59,4.4,6,29,7,2
"640",0.24,0.34,0.42,5.9,1.8,0,0.43,14.9,21,5,61,1.32,4.8,4,35,7,2
"641",0.32,0.3,0.38,5.8,2.2,0,0.36,15.9,22.5,7,82,1.31,5.3,5,28,8,3
"642",0.34,0.28,0.38,5.7,2.2,0,0.38,14.2,21.1,5,68,1.44,5.5,4,34,7,2
"643",0.44,0.2,0.36,6.2,2.6,0,0.47,17.2,24.5,6,65,1.38,5.5,4,55,9,3
"644",0.4,0.28,0.32,6.3,1.9,0,0.63,13.2,20,5,53,2.14,4.7,4,57,8,4
"645",0.4,0.24,0.36,6.7,2.2,0,0.35,14,20.1,4,40,1.53,4.6,2,35,8,2
"646",0.34,0.28,0.38,6,2.1,0,0.35,14.3,21.1,5,65,1.46,5.3,4,31,9,2
"647",0.4,0.22,0.38,5.9,1.6,0,0.3,14.8,19.8,5,36,0.72,4.3,5,38,11,3
"648",0.58,0.14,0.28,6.3,2.3,0,0.29,12.7,18.5,6,78,1.74,4.1,5,61,8,3
"649",0.36,0.26,0.38,5.9,1.9,0,0.35,12.1,17.3,4,54,1.44,3.8,4,61,7,3
"650",0.48,0.2,0.32,5.5,1.5,0,0.29,12.2,17.3,5,43,0.41,4.7,6,21,8,2
"651",0.48,0.2,0.32,6,1.8,0,0.29,13.7,18.9,4,36,0.53,4.7,4,24,7,2
"652",0.32,0.32,0.36,5.7,1.8,0,7,14.4,19.9,5,46,0.45,5,5,26,8,2
"653",0.34,0.32,0.34,6.3,1.9,0,0.34,13.4,18,5,36,0.57,4,4,44,7,2
"654",0.22,0.42,0.36,6.7,1.9,0,0.38,12.6,15.8,3,23,0.47,2.7,2,100,7,2
"655",0.24,0.38,0.38,6.1,1.8,0,0.37,12.9,18.2,6,58,0.99,4.3,5,32,8,2
"656",0.24,0.36,0.4,6.3,1.9,0,0.34,14,18.4,5,43,0.61,3.8,4,41,6,2
"657",0.3,0.3,0.4,5.9,2,0,0.33,12,16.8,5,59,0.89,3.9,4,36,9,2
"658",0.36,0.26,0.38,5.2,1.7,0.6,0.29,11.9,18.2,3,75,1.22,4.5,10,18,8,2
"659",0.4,0.3,0.3,5.1,1.5,0.9,0.14,11,17.2,3,59,0.79,4.5,10,20,9,2
"660",0.64,0.14,0.22,5.1,2.7,0.9,0.25,14,21.7,4,70,1.35,5.4,10,12,7,2
"661",0.28,0.42,0.3,5.4,2.1,0.4,0.65,16.7,24,4,59,0.7,6.2,7,14,8,2
"662",0.2,0.48,0.32,5.2,2,0.6,0.29,13.1,18.7,4,64,0.73,4.3,8,14,7,2
"663",0.2,0.5,0.3,5.4,1.5,0.4,0.21,14.2,20.5,3,53,0.74,5.2,7,11,8,2
"664",0.4,0.3,0.3,5.2,2.2,0.7,0.1,11.3,16.8,3,49,0.65,4.1,8,10,8,2
"665",0.2,0.44,0.36,5.3,1.6,0.5,0.16,13.3,18.7,4,61,0.73,4.2,7,19,6,2
"666",0.2,0.42,0.38,5.5,1.9,0,0.22,9.8,13.3,2,40,0.74,2.8,5,14,6,1
"667",0.24,0.34,0.42,5.4,1.9,0.7,0.36,10.9,17.8,4,49,0.61,5.6,7,7,6,2
"668",0.32,0.28,0.4,6,1.4,0,0.41,14.5,21.2,5,80,0.84,5.9,4,19,6,3
"669",0.4,0.22,0.38,5,1.6,2,0.48,11.4,19.1,6,110,0.53,5.2,12,16,7,2
"670",0.3,0.36,0.34,5.3,1.6,0.4,0.36,10.1,15.1,4,115,0.69,3.9,7,33,5,4
"671",0.34,0.38,0.28,5.7,1.5,0,0.32,13,20.1,4,54,0.55,6.5,5,10,6,2
"672",0.4,0.3,0.3,5.8,2,0,0.4,13.9,21.4,4,51,0.48,7,6,9,11,2
"673",0.32,0.3,0.38,5.4,1.7,0.4,0.32,10.5,16.4,4,58,0.42,5.1,7,10,10,2
"674",0.4,0.28,0.32,6.1,1.9,0,0.33,12.7,19,4,44,0.67,5.6,5,24,7,3
"675",0.4,0.28,0.32,6.2,1.7,0,0.68,12.2,16.6,4,47,0.33,4.1,6,15,7,2
"676",0.18,0.46,0.36,5.5,1.8,0,0.54,13.7,19.9,6,66,0.37,5.8,6,12,11,3
"677",0.34,0.42,0.24,5.7,2,0,0.43,12.9,18.8,5,77,0.43,5.5,6,20,7,5
"678",0.2,0.42,0.38,5.6,1.5,0,0.1,12.8,17.9,5,68,0.37,4.7,6,26,7,3
"679",0.24,0.44,0.32,5.4,1.5,0.3,0.15,11,17,4,68,0.49,5,7,20,6,3
"680",0.3,0.4,0.3,5.4,1.1,0.4,0.2,10.8,16,3,52,0.29,4.5,5,18,7,2
"681",0.2,0.5,0.3,5,1.4,1,0.2,11.6,14.6,4,80,0.58,4.4,8,38,8,3
"682",0.18,0.48,0.34,5.6,2.3,0,0.29,15.2,21.3,4,69,1.02,5.1,5,19,6,3
"683",0.18,0.48,0.34,4.9,2,1.1,0.4,13.6,20.2,5,100,0.62,4.9,10,21,6,3
"684",0.24,0.44,0.32,5.4,1.5,0.3,0.39,14.4,21.6,5,65,0.73,6.2,7,15,7,2
"685",0.28,0.44,0.28,5.2,1.6,0.4,0.1,13.8,20.8,4,58,0.48,6.1,8,10,8,5
"686",0.2,0.46,0.34,5.2,1.9,0.5,0.35,12.2,17.8,4,77,0.55,5.5,9,22,8,4
"687",0.36,0.32,0.32,5.1,2,1.1,0.56,13.3,22,6,83,0.69,6.9,13,24,8,3
"688",0.32,0.34,0.34,5.8,1.8,0,0.52,15,22.2,4,62,0.95,6.2,8,12,5,2
"689",0.28,0.34,0.38,5,1.2,1.2,0.46,12.5,21.2,5,68,52,6.5,14,12,8,3
"690",0.26,0.42,0.32,5.4,1.8,0.3,0.46,14.4,21.9,4,67,0.67,6.5,10,14,8,10
"691",0.28,0.44,0.28,5.3,1.4,0.3,0.45,12.4,19.6,4,64,0.95,5.9,9,15,7,3
"692",0.32,0.42,0.26,5.1,1.5,1,0.32,10,17.9,5,52,0.73,6.2,12,9,9,3
"693",0.2,0.38,0.42,5.7,2.2,0,0.35,12.6,18.4,4,55,0.85,4.9,11,21,10,4
"694",0.2,0.28,0.52,5.1,1.8,0.9,0.3,9,16.5,5,53,0.76,5.8,13,5,11,3
"695",0.16,0.28,0.56,5.4,1.9,0.5,0.41,10.4,18,5,47,0.55,6.5,8,16,8,3
"696",0.14,0.34,0.52,5.4,1.8,0.7,0.41,11,21.4,5,43,0.52,9.2,10,7,8,3
"697",0.2,0.38,0.42,5.3,1.4,0.7,0.4,12.1,22,5,38,0.44,8.8,9,5,7,3
"698",0.2,0.34,0.46,5.3,1.7,0.6,0.37,12.5,23.4,5,49,0.56,9.7,9,5,9,15
"699",0.16,0.54,0.3,7,2.8,0,0.25,18,22.9,6,37,0.51,4.4,3,22,8,2
"700",0.2,0.52,0.28,7.1,2.2,0,0.11,16.7,21.5,5,39,0.51,4.3,3,23,8,2
"701",0.16,0.64,0.2,7.3,3,0,0.12,19.1,24,6,41,0.42,4.5,4,19,8,2
"702",0.1,0.68,0.22,7.4,2.6,0,0.1,17.9,22.4,5,37,0.39,4.1,3,18,10,1
"703",0.08,0.7,0.22,6.4,2.5,0,0.1,17.8,22.3,6,6,0.4,4.1,3,11,11,2
"704",0.1,0.68,0.22,6.8,3.3,0,0.2,20.2,24.9,7,63,0.32,4.4,5,19,13,1
"705",0.12,0.68,0.2,6.1,2.7,0,0.34,20.7,27.1,8,98,0.36,6,7,16,16,2
"706",0.12,0.66,0.22,5.3,5.3,0.3,0.4,20.6,27.6,10,187,0.33,6.4,13,13,31,2
"707",0.14,0.7,0.16,5,6.1,0.9,0.24,17.4,26.7,7,76,0.64,7.8,9,16,7,2
"708",0.14,0.62,0.24,5.7,3.9,0,0.29,18,27.8,7,48,1.1,8.7,7,14,8,3
"709",0.16,0.64,0.2,5.7,4,0,0.33,17.7,25.9,7,69,0.46,7.7,6,9,7,2
"710",0.06,0.74,0.2,5.9,3.3,0,0.43,17.5,25.8,7,64,0.47,7.8,6,12,7,2
"711",0.18,0.62,0.2,6.1,2.4,0,0.49,18.9,27.2,7,74,0.82,7.5,4,13,8,2
"712",0.24,0.36,0.4,5.5,2.8,0,0.38,17.4,25.2,8,81,0.77,7,9,19,9,2
"713",0.26,0.32,0.42,5.5,2.9,0,0.19,17.4,25,8,85,0.57,7,9,15,8,2
"714",0.34,0.34,0.32,5.9,2.4,0,0.25,19.8,28.1,9,65,0.44,7.9,8,15,7,2
"715",0.32,0.32,0.36,6,2.4,0,0.3,22.4,31.7,7,38,0.44,8.9,6,18,14,2
"716",0.3,0.3,0.4,6.2,2.1,0,0.44,20,28.8,8,50,0.46,8.3,5,12,6,1
"717",0.22,0.34,0.44,6.2,2.4,0,0.34,18.4,26,6,42,0.41,7.2,4,15,8,1
"718",0.3,0.3,0.4,5.5,1.8,0,0.23,21.2,30.1,9,72,0.63,8.3,11,8,8,2
"719",0.3,0.32,0.38,5.8,2.5,0,0.41,20.4,29,8,75,0.65,7.9,9,12,11,2
"720",0.46,0.24,0.3,5.7,3.6,0,0.37,21.4,30.5,10,115,0.78,8.3,8,15,19,2
"721",0.28,0.32,0.4,5.3,3.5,0.3,0.32,19,28,10,124,0.67,8,10,14,20,3
"722",0.3,0.28,0.42,5.2,1.8,0.7,0.35,11.5,17,4,90,0.46,4.3,2,41,6,2
"723",0.28,0.32,0.4,5.2,1.6,0.7,0.23,9.9,15,4,67,0.43,4,3,23,7,3
"724",0.44,0.2,0.36,5.2,1.1,0.8,0.25,9.7,15.1,4,70,0.54,4.1,4,33,7,2
"725",0.3,0.26,0.44,5.3,1.5,0.6,0.1,8.8,13.9,5,94,0.41,4.1,4,6,8,2
"726",0.32,0.3,0.38,5.6,1.6,0,0.13,10.1,15,3,51,0.41,4.5,3,8,6,3
"727",0.28,0.32,0.4,5.2,1.7,0.5,0.2,10.2,16.1,4,59,0.37,5,3,10,9,2
"728",0.2,0.36,0.44,5.6,1.6,0,0.13,9.7,14.6,4,83,0.34,4.6,3,8,7,2
"729",0.18,0.36,0.46,6.3,1.8,0,0.15,10.4,15.8,3,42,0.58,4.8,1,12,6,1
"730",0.44,0.34,0.22,5.4,1.6,0.3,0.1,9.1,13.7,4,74,0.43,3.9,4,22,7,2
"731",0.48,0.2,0.32,5.3,1.7,0.7,0.21,9.9,15.8,4,88,1.18,4,2,39,6,2
"732",0.3,0.34,0.36,5.2,1.2,0.5,0.1,8.1,0.46,4,7,0.7,2.9,13,12,14,3
"733",0.34,0.32,0.34,5.6,2.2,0,0.17,10.3,15.6,4,99,1.08,4.2,2,43,9,2
"734",0.34,0.36,0.3,5.1,1.3,0.8,0.33,9.7,15.4,5,115,0.39,4.5,6,7,15,2
"735",0.36,0.32,0.32,5.8,1.6,0,0.21,10.9,16.5,4,70,0.8,4.8,3,30,7,2
"736",0.12,0.48,0.4,5.7,2.1,0,0.2,14,19.4,5,62,0.5,4.9,3,24,9,2
"737",0.36,0.3,0.34,5.6,1.5,0,0.1,11.4,15.7,4,54,0.28,4,3,19,6,1
"738",0.16,0.4,0.44,5.2,1.7,0.7,0.73,9.9,14,5,91,0.73,2.7,5,32,8,2
"739",0.26,0.3,0.42,5.5,3,0,0.52,10.9,14.6,3,42,0.48,3.2,3,24,9,1
"740",0.34,0.26,0.4,5.8,2.4,0,0.6,13.9,18.8,5,72,0.99,3.9,3,23,8,3
"741",0.4,0.24,0.36,5.5,2.1,0,0.48,13.2,17.7,4,63,0.86,3.6,3,49,9,2
"742",0.44,0.22,0.34,5.5,1.7,0,0.44,14.5,19,5,60,0.61,3.9,3,28,8,3
"743",0.38,0.26,0.36,5.6,1.5,0,0.43,11.7,16,4,55,0.72,3.6,3,35,7,2
"744",0.36,0.22,0.42,5.2,1.9,1,0.51,13.3,18.7,4,64,0.52,3.9,3,13,13,2
"745",0.38,0.22,0.4,5,1.8,1,0.51,10.6,16.7,5,146,1.49,3.6,4,52,13,3
"746",0.22,0.4,0.38,6.1,1.7,0,0.75,13.7,18.1,4,63,1.04,3.4,2,26,11,2
"747",0.26,0.44,0.3,6,1.5,0,0.64,13.9,18.4,3,40,0.48,4,2,20,9,2
"748",0.2,0.5,0.3,5.9,2.4,0,0.38,12.4,17.1,3,52,1.17,3.5,2,44,7,2
"749",0.3,0.44,0.26,5.6,1.3,0,0.36,11.5,15,3,56,0.57,2.9,3,28,8,2
"750",0.18,0.5,0.32,5.5,1.7,0,0.43,11.1,15.1,3,64,1.12,2.9,3,33,8,2
"751",0.18,0.44,0.38,5.3,1.6,0.5,0.42,12.4,16.7,3,43,0.49,3.3,3,26,8,2
"752",0.38,0.3,0.32,7.5,1.6,0,0.51,23.9,27.4,3,23,0.53,3,1,38,10,1
"753",0.14,0.4,0.46,5.1,2,1.5,0.51,12.8,18.3,4,74,0.81,3.2,4,11,11,1
"754",0.2,0.36,0.44,5.8,2.4,0,0.63,19.2,25.4,4,51,0.84,5.4,3,17,9,3
"755",0.38,0.3,0.32,5.7,2.2,0,0.61,16.4,22.2,4,58,1.24,4.6,3,21,10,2
"756",0.44,0.22,0.34,5.3,2.3,0.6,0.45,16.4,22.3,6,91,1.34,4,5,31,9,3
"757",0.42,0.24,0.34,5.3,2.8,0.4,0.33,14.8,20.7,6,76,1.15,4.3,3,26,10,3
"758",0.34,0.3,0.36,5.6,3.1,0,0.37,13.8,18.1,3,55,0.92,3.4,3,38,12,2
"759",0.34,0.34,0.32,5.1,2.3,0.6,0.31,16.8,22.8,5,78,0.82,4.6,5,21,11,2
"760",0.16,0.5,0.34,5.4,2,0.4,0.3,15.5,21.4,4,56,0.73,4.8,4,19,8,2
"761",0.14,0.52,0.34,5.7,1.2,0,0.44,13.3,18.4,3,45,0.78,4.3,3,25,9,1
